Song Title,duration_ms,tempo,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,chroma,explicit,popularity
Cry About It Later,30000.0,125.0,0.11019916,-70.82442,25.438536,0.918975071964584,0.024542002,1.0718825,21.832218159784077,0.43204322,0.0,50.0
Don't Stop 'Til You Get Enough,29753.469387755104,120.18531976744185,0.11366725,-65.402664,25.978947,0.8188523307276674,0.0009805339,1.5479156,21.388019038610366,0.519914,0.0,50.0
Rock with You,30000.0,122.28260869565217,0.2743036,-64.58797,23.13635,0.8437746186113706,0.0006486856,1.6339893,19.64316895996017,0.75239235,0.0,50.0
Billie Jean,30000.0,96.98275862068965,0.44218588,-64.87398,22.23915,0.9036969702906152,4.2957698e-05,1.4354912,21.36817570437627,0.7406777,0.0,50.0
Beat It,30000.0,137.1951219512195,0.23123087,-69.634476,27.764671,0.920720486593009,2.2505561e-05,1.1967953,22.639897194508293,0.39500535,0.0,50.0
Thriller,30000.0,152.02702702702703,0.17924014,-66.58536,22.895576,0.8836690373823484,0.00017819736,1.4106642,20.044422813470735,0.5601002,0.0,50.0
Human Nature,30000.0,122.28260869565217,0.11677182,-69.89613,25.312622,0.8977994741976144,0.00024694475,1.137907,22.105717090189298,0.4080116,0.0,50.0
Wanna Be Startin' Somethin',29753.469387755104,161.4990234375,0.13670775,-63.491158,23.220612,0.8086261208870684,0.023065224,1.828705,19.910306785314276,0.6048325,0.0,50.0
P.Y.T. (Pretty Young Thing),29753.469387755104,126.04801829268293,0.09293781,-64.48892,23.784393,0.8337491865320317,0.008107516,1.4494753,21.85429379858187,0.41738516,0.0,50.0
The Way You Make Me Feel,29753.469387755104,114.84375,0.23502763,-62.407104,24.271648,0.8214546549227525,0.0006832816,1.6930013,20.014272324162015,0.6627068,0.0,50.0
Bad,30000.0,125.0,0.11778301,-74.22024,24.303385,0.9519485623581695,0.00035770377,1.0109781,21.039783195367146,0.42993438,0.0,50.0
Man in the Mirror,30000.0,130.8139534883721,0.059443608,-73.50839,26.085249,0.8873654283463083,0.0010440785,1.0853418,22.325998133771016,0.33549604,0.0,50.0
Dirty Diana,29753.469387755104,132.51201923076923,0.16454844,-68.75042,23.566603,0.9101002086857419,0.008248015,1.0420499,21.352298360415674,0.6512315,0.0,50.0
